id,x,y,w,h
ani009-Attack-1-4,4439,2501,66,50
ani009-Attack-1-5,3788,1053,63,55
ani009-Attack-1-6,4753,1653,72,48
ani009-Attack-1-7,3329,1139,59,46
ani009-Attack-2-1,2006,1192,80,50
ani009-Attack-2-2,4030,1045,75,40
ani009-Attack-2-3,4030,1004,75,41
ani009-Attack-2-4,2473,257,87,63
ani009-Attack-2-5,4902,1231,93,66
ani009-Attack-2-6,4761,596,96,61
ani009-Attack-2-7,944,1074,79,51
ani009-Attack-3-1,3843,1222,59,66
ani009-Attack-3-2,3839,1725,57,56
ani009-Attack-3-3,3783,1496,58,55
ani009-Attack-3-4,401,1119,69,79
ani009-Attack-3-5,4439,1000,75,75
ani009-Attack-3-6,4439,1846,68,75
ani009-Attack-3-7,3269,449,64,71
ani009-Attack-4-1,559,779,23,70
ani009-Attack-4-2,3897,102,23,61
ani009-Attack-4-3,3896,343,24,60
ani009-Attack-4-4,832,940,24,83
ani009-Attack-4-5,724,207,20,83
ani009-Attack-4-6,724,290,20,83
ani009-Attack-4-7,832,1184,24,78
ani009-Attack-5-1,3725,1434,58,65
ani009-Attack-5-2,2932,791,56,55
ani009-Attack-5-3,2932,1584,54,55
ani009-Attack-5-4,4899,2436,65,74
ani009-Attack-5-5,4505,2529,63,78
ani009-Attack-5-6,4222,1362,71,79
ani009-Attack-5-7,3784,1159,59,68
ani009-Attack-6-1,1574,1088,80,51
ani009-Attack-6-2,4128,966,75,41
ani009-Attack-6-3,4343,920,76,41
ani009-Attack-6-4,2589,257,87,62
ani009-Attack-6-5,4902,1297,93,66
ani009-Attack-6-6,4568,596,96,63
ani009-Attack-6-7,944,966,79,56
ani009-Attack-7-1,3449,938,59,55
ani009-Attack-7-2,3782,1761,57,56
ani009-Attack-7-3,3725,1721,57,57
ani009-Attack-7-4,89,1515,69,54
ani009-Attack-7-5,4902,1497,75,52
ani009-Attack-7-6,4030,2142,68,44
ani009-Attack-7-7,3523,649,64,50
ani009-Stand-0-1,1745,571,22,60
ani009-Stand-0-2,1745,631,22,60
ani009-Stand-0-3,2098,459,22,60
ani009-Stand-1-1,3841,1533,58,54
ani009-Stand-1-2,3329,1034,59,54
ani009-Stand-1-3,3508,938,59,54
ani009-Stand-2-1,1574,1139,80,51
ani009-Stand-2-2,1574,1190,80,51
ani009-Stand-2-3,1574,1241,80,51
ani009-Stand-3-1,3784,1227,59,66
ani009-Stand-3-2,3624,1344,58,66
ani009-Stand-3-3,3725,1368,58,66
ani009-Stand-4-1,1001,210,22,71
ani009-Stand-4-2,4546,349,22,71
ani009-Stand-4-3,4546,420,22,71
ani009-Stand-5-1,3447,1339,58,67
ani009-Stand-5-2,3725,1237,59,66
ani009-Stand-5-3,3784,1293,59,66
ani009-Stand-6-1,1574,1292,80,51
ani009-Stand-6-2,1574,1343,80,51
ani009-Stand-6-3,1574,1394,80,51
ani009-Stand-7-1,3508,992,59,54
ani009-Stand-7-2,3783,1551,58,54
ani009-Stand-7-3,3725,1554,58,54
ani009-Walk-0-1,4205,901,21,60
ani009-Walk-0-2,1745,691,22,59
ani009-Walk-0-3,247,1252,22,55
ani009-Walk-0-4,1113,626,22,58
ani009-Walk-0-5,4418,1060,21,60
ani009-Walk-0-6,1113,567,22,59
ani009-Walk-0-7,834,722,22,57
ani009-Walk-0-8,4418,1120,21,60
ani009-Walk-1-1,2932,596,57,50
ani009-Walk-1-2,2932,646,57,50
ani009-Walk-1-3,2825,904,56,53
ani009-Walk-1-4,3896,1727,57,54
ani009-Walk-1-5,3269,585,61,55
ani009-Walk-1-6,2932,443,62,53
ani009-Walk-1-7,3269,640,61,52
ani009-Walk-2-1,1023,1689,78,50
ani009-Walk-2-2,2120,1043,81,50
ani009-Walk-2-3,269,1762,85,52
ani009-Walk-2-4,2333,353,87,52
ani009-Walk-2-5,470,1774,85,51
ani009-Walk-2-6,1881,1151,80,51
ani009-Walk-2-7,944,1022,79,52
ani009-Walk-2-8,944,1326,79,49
ani009-Walk-3-1,3902,1316,59,62
ani009-Walk-3-2,3523,529,64,65
ani009-Walk-3-3,401,1198,69,69
ani009-Walk-3-4,401,1267,69,69
ani009-Walk-3-5,3452,786,60,66
ani009-Walk-3-6,2932,988,55,62
ani009-Walk-3-7,2405,982,56,63
ani009-Walk-4-1,2098,248,22,71
ani009-Walk-4-2,1859,509,22,68
ani009-Walk-4-3,2098,319,22,71
ani009-Walk-4-4,290,184,22,74
ani009-Walk-4-5,4881,394,21,74
ani009-Walk-4-6,2098,390,22,69
ani009-Walk-4-7,1858,653,23,71
ani009-Walk-4-8,4881,614,21,71
ani009-Walk-5-1,3501,1415,57,67
ani009-Walk-5-2,3501,1482,57,67
ani009-Walk-5-3,2703,819,56,66
ani009-Walk-5-4,3443,1601,57,64
ani009-Walk-5-5,2120,1093,61,63
ani009-Walk-5-6,4506,2300,62,66
ani009-Walk-5-7,2651,696,61,67
ani009-Walk-6-1,3633,249,78,49
ani009-Walk-6-2,1881,1202,80,51
ani009-Walk-6-3,3188,246,84,53
ani009-Walk-6-4,2589,319,87,53
ani009-Walk-6-5,555,1793,85,51
ani009-Walk-6-6,2120,992,81,51
ani009-Walk-6-7,944,1176,79,50
ani009-Walk-6-8,1767,1280,79,49
ani009-Walk-7-1,3389,983,59,55
ani009-Walk-7-2,3523,594,64,55
ani009-Walk-7-3,401,1336,69,51
ani009-Walk-7-4,401,1387,69,49
ani009-Walk-7-5,3269,834,60,50
ani009-Walk-7-6,2461,1040,56,49
ani009-Walk-7-7,3443,1482,57,53
ani010-Attack-0-1,4106,774,23,58
ani010-Attack-0-2,3897,223,23,60
ani010-Attack-0-3,3897,283,23,60
ani010-Attack-0-4,4105,1005,23,47
ani010-Attack-0-5,4098,2256,20,48
ani010-Attack-0-6,4098,2349,20,43
ani010-Attack-0-7,4514,1148,23,56
ani010-Attack-1-1,3782,1817,57,53
ani010-Attack-1-2,3097,1015,55,54
ani010-Attack-1-3,1455,1862,53,54
ani010-Attack-1-4,3523,699,64,49
ani010-Attack-1-5,3164,641,61,54
ani010-Attack-1-6,4030,1627,70,47
ani010-Attack-1-7,2650,763,57,46
ani010-Attack-2-1,3633,298,78,49
ani010-Attack-2-2,4661,1458,74,39
ani010-Attack-2-3,4661,1497,74,39
ani010-Attack-2-4,470,1593,85,62
ani010-Attack-2-5,2120,411,91,65
ani010-Attack-2-6,2473,137,93,60
ani010-Attack-2-7,4226,695,77,50
ani010-Attack-3-1,3902,1252,59,64
ani010-Attack-3-2,3042,988,55,55
ani010-Attack-3-3,3896,1803,57,54
ani010-Attack-3-4,4439,2002,67,76
ani010-Attack-3-5,671,1110,73,73
ani010-Attack-3-6,4651,2199,66,72
ani010-Attack-3-7,3916,842,63,68
ani010-Attack-4-1,559,849,23,68
ani010-Attack-4-2,2097,519,23,59
ani010-Attack-4-3,4514,1033,23,58
ani010-Attack-4-4,4858,608,23,81
ani010-Attack-4-5,1143,217,20,81
ani010-Attack-4-6,1143,298,20,81
ani010-Attack-4-7,1858,577,23,76
ani010-Attack-5-1,3615,1535,57,64
ani010-Attack-5-2,3042,1043,55,54
ani010-Attack-5-3,1508,1903,53,54
ani010-Attack-5-4,3353,381,64,72
ani010-Attack-5-5,2323,839,61,76
ani010-Attack-5-6,4343,1695,70,76
ani010-Attack-5-7,3443,1535,57,66
ani010-Attack-6-1,941,1731,78,50
ani010-Attack-6-2,4568,1434,74,40
ani010-Attack-6-3,4439,1411,74,41
ani010-Attack-6-4,0,1716,85,61
ani010-Attack-6-5,1767,372,91,64
ani010-Attack-6-6,2473,75,93,62
ani010-Attack-6-7,4129,672,77,55
ani010-Attack-7-1,3899,1550,58,54
ani010-Attack-7-2,2987,1028,55,55
ani010-Attack-7-3,3725,1781,57,55
ani010-Attack-7-4,4753,2027,67,52
ani010-Attack-7-5,671,1587,73,51
ani010-Attack-7-6,4648,2457,66,43
ani010-Attack-7-7,3851,1026,63,48
ani010-Stand-0-1,694,749,22,58
ani010-Stand-0-2,834,606,22,58
ani010-Stand-0-3,834,664,22,58
ani010-Stand-1-1,2825,957,56,53
ani010-Stand-1-2,3839,1857,57,53
ani010-Stand-1-3,3896,1857,57,53
ani010-Stand-2-1,856,1745,78,50
ani010-Stand-2-2,3726,257,78,49
ani010-Stand-2-3,3804,294,78,49
ani010-Stand-3-1,3386,1541,57,66
ani010-Stand-3-2,3564,1359,58,65
ani010-Stand-3-3,3564,1424,58,65
ani010-Stand-4-1,1859,302,22,69
ani010-Stand-4-2,1859,371,22,69
ani010-Stand-4-3,1859,440,22,69
ani010-Stand-5-1,2646,851,56,66
ani010-Stand-5-2,3558,1489,57,65
ani010-Stand-5-3,3500,1549,57,65
ani010-Stand-6-1,1241,1633,78,50
ani010-Stand-6-2,3725,306,78,49
ani010-Stand-6-3,3725,355,78,49
ani010-Stand-7-1,3839,1803,57,54
ani010-Stand-7-2,3841,1587,58,54
ani010-Stand-7-3,3783,1605,58,54
ani010-Walk-0-1,4100,1881,20,59
ani010-Walk-0-2,4829,1439,21,58
ani010-Walk-0-3,4825,1689,21,55
ani010-Walk-0-4,834,779,22,57
ani010-Walk-0-5,4104,1290,21,58
ani010-Walk-0-6,672,752,22,57
ani010-Walk-0-7,4201,1253,21,55
ani010-Walk-0-8,4513,1310,21,58
ani010-Walk-1-1,2589,950,56,50
ani010-Walk-1-2,2987,1136,55,49
ani010-Walk-1-3,3097,1092,55,51
ani010-Walk-1-4,2825,850,56,54
ani010-Walk-1-5,3448,997,59,54
ani010-Walk-1-6,3103,673,61,53
ani010-Walk-1-7,3448,1051,59,51
ani010-Walk-2-1,3633,399,76,49
ani010-Walk-2-2,944,1226,79,50
ani010-Walk-2-3,1767,1189,82,51
ani010-Walk-2-4,470,1825,85,51
ani010-Walk-2-5,2328,704,83,49
ani010-Walk-2-6,1881,1253,80,50
ani010-Walk-2-7,4226,745,77,50
ani010-Walk-2-8,4129,727,77,49
ani010-Walk-3-1,3902,1378,59,61
ani010-Walk-3-2,3331,577,62,64
ani010-Walk-3-3,4343,2133,67,68
ani010-Walk-3-4,4656,1887,67,68
ani010-Walk-3-5,3784,1359,59,65
ani010-Walk-3-6,2932,1050,55,61
ani010-Walk-3-7,2120,1219,56,61
ani010-Walk-4-1,4323,521,20,69
ani010-Walk-4-2,4516,749,21,66
ani010-Walk-4-3,4881,756,21,70
ani010-Walk-4-4,1001,138,22,72
ani010-Walk-4-5,4881,542,21,72
ani010-Walk-4-6,1745,503,22,68
ani010-Walk-4-7,4881,826,21,70
ani010-Walk-4-8,4323,590,20,69
ani010-Walk-5-1,2589,885,56,65
ani010-Walk-5-2,2932,922,55,65
ani010-Walk-5-3,2987,964,55,64
ani010-Walk-5-4,2303,1056,56,63
ani010-Walk-5-5,3843,1351,59,62
ani010-Walk-5-6,2303,981,61,65
ani010-Walk-5-7,3725,1303,59,65
ani010-Walk-6-1,4129,824,76,47
ani010-Walk-6-2,944,1125,79,51
ani010-Walk-6-3,1767,1137,82,52
ani010-Walk-6-4,3272,246,84,52
ani010-Walk-6-5,2473,630,83,50
ani010-Walk-6-6,944,1276,79,50
ani010-Walk-6-7,4343,707,77,49
ani010-Walk-6-8,4226,795,77,48
ani010-Walk-7-1,3725,1499,58,55
ani010-Walk-7-2,2994,443,62,53
ani010-Walk-7-3,4653,1955,67,50
ani010-Walk-7-4,4568,2018,67,49
ani010-Walk-7-5,3388,1089,59,49
ani010-Walk-7-6,2932,1170,55,48
ani010-Walk-7-7,2825,1010,56,52
ani011-Attack-0-1,4100,1565,21,53
ani011-Attack-0-2,4101,1403,21,54
ani011-Attack-0-3,4201,1308,21,55
ani011-Attack-0-4,4100,1775,21,44
ani011-Attack-0-5,4635,1892,18,45
ani011-Attack-0-6,4635,1937,18,40
ani011-Attack-0-7,4100,1724,21,51
ani011-Attack-1-1,2589,1351,52,48
ani011-Attack-1-2,2172,1441,50,49
ani011-Attack-1-3,2086,2289,48,49
ani011-Attack-1-4,3506,1188,59,45
ani011-Attack-1-5,2405,1045,56,49
ani011-Attack-1-6,3633,692,64,43
ani011-Attack-1-7,2330,1415,52,42
ani011-Attack-2-1,4122,1447,71,44
ani011-Attack-2-2,4902,1940,67,35
ani011-Attack-2-3,4902,1975,67,35
ani011-Attack-2-4,4030,679,77,56
ani011-Attack-2-5,2473,571,83,59
ani011-Attack-2-6,269,1708,85,54
ani011-Attack-2-7,4121,1626,70,46
ani011-Attack-3-1,1241,1683,53,58
ani011-Attack-3-2,2795,1485,51,50
ani011-Attack-3-3,2691,1535,51,49
ani011-Attack-3-4,2713,654,61,70
ani011-Attack-3-5,4439,2213,67,66
ani011-Attack-3-6,3391,789,60,66
ani011-Attack-3-7,2242,1076,56,63
ani011-Attack-4-1,4205,839,21,62
ani011-Attack-4-2,4101,1457,21,54
ani011-Attack-4-3,4100,1618,21,53
ani011-Attack-4-4,4881,468,21,74
ani011-Attack-4-5,4643,1373,18,74
ani011-Attack-4-6,4736,1402,18,74
ani011-Attack-4-7,4881,966,21,69
ani011-Attack-5-1,2693,1251,52,58
ani011-Attack-5-2,2691,1883,50,50
ani011-Attack-5-3,2167,2255,48,50
ani011-Attack-5-4,3783,1424,58,66
ani011-Attack-5-5,2769,784,56,70
ani011-Attack-5-6,3725,803,63,70
ani011-Attack-5-7,2453,1360,52,61
ani011-Attack-6-1,4222,1441,71,45
ani011-Attack-6-2,4568,2067,67,37
ani011-Attack-6-3,4651,2093,67,37
ani011-Attack-6-4,4226,640,77,55
ani011-Attack-6-5,2328,645,83,59
ani011-Attack-6-6,743,1799,85,56
ani011-Attack-6-7,4030,1577,70,50
ani011-Attack-7-1,1561,1928,53,49
ani011-Attack-7-2,2743,1500,51,50
ani011-Attack-7-3,2743,1550,51,50
ani011-Attack-7-4,3164,747,61,48
ani011-Attack-7-5,4651,2005,67,46
ani011-Attack-7-6,3450,899,60,39
ani011-Attack-7-7,2645,968,56,44
ani011-Stand-0-1,4638,1715,20,53
ani011-Stand-0-2,4636,1768,20,53
ani011-Stand-0-3,4098,1998,20,53
ani011-Stand-1-1,2232,1253,52,48
ani011-Stand-1-2,1561,1977,53,48
ani011-Stand-1-3,1508,2006,53,48
ani011-Stand-2-1,4030,1674,70,46
ani011-Stand-2-2,4343,1486,71,45
ani011-Stand-2-3,4125,1402,71,45
ani011-Stand-3-1,1508,1784,53,60
ani011-Stand-3-2,2694,1191,52,60
ani011-Stand-3-3,2641,1208,52,60
ani011-Stand-4-1,4419,870,20,64
ani011-Stand-4-2,4419,934,20,63
ani011-Stand-4-3,4419,997,20,63
ani011-Stand-5-1,2589,1237,52,59
ani011-Stand-5-2,1455,1803,53,59
ani011-Stand-5-3,1561,1810,53,59
ani011-Stand-6-1,4030,1720,70,46
ani011-Stand-6-2,4125,1310,71,46
ani011-Stand-6-3,4030,1395,71,46
ani011-Stand-7-1,1508,2054,53,48
ani011-Stand-7-2,2232,1301,52,48
ani011-Stand-7-3,2284,1306,52,48
ani011-Walk-0-1,4735,1540,18,53
ani011-Walk-0-2,4642,1501,19,53
ani011-Walk-0-3,4642,1607,19,50
ani011-Walk-0-4,4098,2051,20,52
ani011-Walk-0-5,4642,1554,19,53
ani011-Walk-0-6,4098,2103,20,52
ani011-Walk-0-7,4098,2155,20,51
ani011-Walk-0-8,4642,1447,19,54
ani011-Walk-1-1,2222,1441,50,45
ani011-Walk-1-2,2222,1486,50,44
ani011-Walk-1-3,2006,1554,50,46
ani011-Walk-1-4,2640,1552,51,49
ani011-Walk-1-5,3148,1566,54,49
ani011-Walk-1-6,3207,1092,55,48
ani011-Walk-1-7,3256,1513,54,46
ani011-Walk-2-1,4121,1672,70,45
ani011-Walk-2-2,4902,1597,72,45
ani011-Walk-2-3,4226,843,76,46
ani011-Walk-2-4,3803,391,78,47
ani011-Walk-2-5,4226,920,76,46
ani011-Walk-2-6,4902,1642,72,45
ani011-Walk-2-7,4222,1761,70,45
ani011-Walk-2-8,4030,1766,70,44
ani011-Walk-3-1,4290,1927,53,55
ani011-Walk-3-2,2989,696,56,58
ani011-Walk-3-3,3393,634,62,61
ani011-Walk-3-4,3103,612,61,61
ani011-Walk-3-5,1508,1844,53,59
ani011-Walk-3-6,2741,1856,50,56
ani011-Walk-3-7,2744,1444,51,56
ani011-Walk-4-1,4735,1476,18,64
ani011-Walk-4-2,4420,810,19,60
ani011-Walk-4-3,4883,249,19,64
ani011-Walk-4-4,4206,773,20,66
ani011-Walk-4-5,725,142,19,65
ani011-Walk-4-6,4100,1819,20,62
ani011-Walk-4-7,4733,1640,20,63
ani011-Walk-4-8,4420,746,19,64
ani011-Walk-5-1,2742,1797,50,59
ani011-Walk-5-2,2641,1387,51,59
ani011-Walk-5-3,2792,1797,50,58
ani011-Walk-5-4,2744,1387,51,57
ani011-Walk-5-5,2986,1504,54,56
ani011-Walk-5-6,2932,1111,55,59
ani011-Walk-5-7,3040,1533,54,60
ani011-Walk-6-1,401,1500,69,44
ani011-Walk-6-2,4125,1356,71,46
ani011-Walk-6-3,4902,1549,75,48
ani011-Walk-6-4,3725,453,78,48
ani011-Walk-6-5,4226,966,75,46
ani011-Walk-6-6,4030,1441,71,45
ani011-Walk-6-7,4121,1717,70,45
ani011-Walk-6-8,4121,1762,70,44
ani011-Walk-7-1,1508,1957,53,49
ani011-Walk-7-2,2774,660,57,48
ani011-Walk-7-3,2405,773,62,45
ani011-Walk-7-4,3269,790,61,44
ani011-Walk-7-5,2589,1044,53,44
ani011-Walk-7-6,2120,1538,50,43
ani011-Walk-7-7,2589,1612,51,47
ani012-Stand-0-1,694,807,22,56
ani012-Stand-0-2,247,1140,22,56
ani012-Stand-0-3,247,1196,22,56
ani012-Stand-1-1,2759,854,56,52
ani012-Stand-1-2,2845,612,57,52
ani012-Stand-1-3,2989,543,57,52
ani012-Stand-2-1,3633,448,76,49
ani012-Stand-2-2,3725,501,76,49
ani012-Stand-2-3,3801,523,76,49
ani012-Stand-3-1,3557,1554,57,64
ani012-Stand-3-2,2181,1120,56,63
ani012-Stand-3-3,2181,1183,56,63
ani012-Stand-4-1,2452,168,21,67
ani012-Stand-4-2,1746,369,21,67
ani012-Stand-4-3,1746,436,21,67
ani012-Stand-5-1,2462,976,56,64
ani012-Stand-5-2,3500,1614,57,63
ani012-Stand-5-3,3614,1599,57,63
ani012-Stand-6-1,3801,572,76,49
ani012-Stand-6-2,3920,647,76,49
ani012-Stand-6-3,3920,696,76,49
ani012-Stand-7-1,2989,595,57,52
ani012-Stand-7-2,2702,885,56,52
ani012-Stand-7-3,2702,937,56,52
ani012-Walk-0-1,4638,1657,20,58
ani012-Walk-0-2,4827,1555,21,57
ani012-Walk-0-3,4100,1671,21,53
ani012-Walk-0-4,4104,1348,21,55
ani012-Walk-0-5,4827,1497,21,58
ani012-Walk-0-6,4825,1612,21,57
ani012-Walk-0-7,4101,1511,21,54
ani012-Walk-0-8,4100,1940,20,58
ani012-Walk-1-1,3094,1531,54,49
ani012-Walk-1-2,3097,1143,55,47
ani012-Walk-1-3,3202,1507,54,50
ani012-Walk-1-4,3148,1464,54,52
ani012-Walk-1-5,3725,1608,58,53
ani012-Walk-1-6,3388,1038,59,51
ani012-Walk-1-7,3899,1604,58,50
ani012-Walk-2-1,4030,832,75,48
ani012-Walk-2-2,4343,756,77,48
ani012-Walk-2-3,2006,1042,81,50
ani012-Walk-2-4,2473,680,83,50
ani012-Walk-2-5,2006,1143,81,49
ani012-Walk-2-6,3725,404,78,49
ani012-Walk-2-7,4030,784,76,48
ani012-Walk-2-8,4129,871,75,48
ani012-Walk-3-1,3614,1662,57,60
ani012-Walk-3-2,3165,576,61,62
ani012-Walk-3-3,4753,2560,65,66
ani012-Walk-3-4,4897,2581,65,66
ani012-Walk-3-5,3557,1618,57,63
ani012-Walk-3-6,1561,1869,53,59
ani012-Walk-3-7,3040,1472,54,61
ani012-Walk-4-1,4206,635,20,69
ani012-Walk-4-2,4516,881,21,65
ani012-Walk-4-3,4881,1035,21,68
ani012-Walk-4-4,4881,685,21,71
ani012-Walk-4-5,4881,896,21,70
ani012-Walk-4-6,4516,815,21,66
ani012-Walk-4-7,2452,100,21,68
ani012-Walk-4-8,4206,704,20,69
ani012-Walk-5-1,3149,1336,54,64
ani012-Walk-5-2,3149,1400,54,64
ani012-Walk-5-3,3094,1406,54,63
ani012-Walk-5-4,3094,1469,54,62
ani012-Walk-5-5,3841,1473,58,60
ani012-Walk-5-6,3843,1288,59,63
ani012-Walk-5-7,3622,1410,58,64
ani012-Walk-6-1,4030,880,75,47
ani012-Walk-6-2,4030,735,76,49
ani012-Walk-6-3,2120,940,81,52
ani012-Walk-6-4,1654,1125,82,51
ani012-Walk-6-5,2006,1093,81,50
ani012-Walk-6-6,3803,343,78,48
ani012-Walk-6-7,4129,776,76,48
ani012-Walk-6-8,4030,927,75,47
ani012-Walk-7-1,2932,543,57,53
ani012-Walk-7-2,3164,695,61,52
ani012-Walk-7-3,4343,2468,66,49
ani012-Walk-7-4,4895,2701,65,47
ani012-Walk-7-5,2774,708,57,48
ani012-Walk-7-6,1732,1519,53,46
ani012-Walk-7-7,3148,1516,54,50
ani013-Attack-0-1,4885,2428,14,35
ani013-Attack-0-2,4885,2356,14,36
ani013-Attack-0-3,1388,332,14,55
ani013-Attack-0-4,4420,707,13,39
ani013-Attack-0-5,1641,222,13,55
ani013-Attack-0-6,1387,442,15,65
ani013-Attack-0-7,1514,351,14,54
ani013-Attack-1-1,1652,2127,48,33
ani013-Attack-1-2,2742,1765,51,32
ani013-Attack-1-3,2120,1445,50,49
ani013-Attack-1-4,601,2028,38,43
ani013-Attack-1-5,398,2137,46,49
ani013-Attack-1-6,1477,2597,35,63
ani013-Attack-1-7,1821,1507,53,47
ani013-Attack-2-1,4568,2104,67,36
ani013-Attack-2-2,158,837,66,26
ani013-Attack-2-3,3633,735,64,35
ani013-Attack-2-4,856,1795,47,49
ani013-Attack-2-5,3899,1654,58,37
ani013-Attack-2-6,1780,1997,39,56
ani013-Attack-2-7,4819,2410,66,31
ani013-Attack-3-1,2311,2170,48,47
ani013-Attack-3-2,2330,1497,52,38
ani013-Attack-3-3,2170,1490,50,44
ani013-Attack-3-4,790,1855,38,61
ani013-Attack-3-5,0,2633,46,30
ani013-Attack-3-6,1622,2569,35,53
ani013-Attack-3-7,2640,1816,51,38
ani013-Attack-4-1,1514,405,14,53
ani013-Attack-4-2,3881,392,14,45
ani013-Attack-4-3,3881,345,14,47
ani013-Attack-4-4,1641,157,13,65
ani013-Attack-4-5,1135,654,13,30
ani013-Attack-4-6,3711,249,15,51
ani013-Attack-4-7,3880,479,14,41
ani013-Attack-5-1,2263,2262,48,46
ani013-Attack-5-2,2640,1738,51,39
ani013-Attack-5-3,1820,1763,49,44
ani013-Attack-5-4,1193,2212,37,61
ani013-Attack-5-5,401,2043,47,29
ani013-Attack-5-6,1686,2498,35,54
ani013-Attack-5-7,2807,1062,53,38
ani013-Attack-6-1,4753,2079,67,35
ani013-Attack-6-2,4127,1186,66,25
ani013-Attack-6-3,3789,621,64,34
ani013-Attack-6-4,934,1832,47,48
ani013-Attack-6-5,3841,1689,58,36
ani013-Attack-6-6,4303,810,40,56
ani013-Attack-6-7,4899,2376,66,32
ani013-Attack-7-1,1652,2160,48,33
ani013-Attack-7-2,2330,1570,52,32
ani013-Attack-7-3,2006,1505,50,49
ani013-Attack-7-4,601,2071,38,42
ani013-Attack-7-5,269,2231,46,50
ani013-Attack-7-6,1513,2536,35,64
ani013-Attack-7-7,2589,1563,51,49
ani013-Stand-0-1,4634,2545,14,35
ani013-Stand-0-2,4633,2580,14,35
ani013-Stand-0-3,4885,2392,14,36
ani013-Stand-0-4,4885,2319,14,37
ani013-Stand-1-1,1867,2051,48,33
ani013-Stand-1-2,401,2010,47,33
ani013-Stand-1-3,1867,2084,48,33
ani013-Stand-1-4,2369,1797,50,33
ani013-Stand-2-1,4568,2140,67,36
ani013-Stand-2-2,4817,2674,65,36
ani013-Stand-2-3,4568,2502,66,35
ani013-Stand-2-4,4118,2186,68,36
ani013-Stand-3-1,2263,2215,48,47
ani013-Stand-3-2,671,1877,47,47
ani013-Stand-3-3,2215,2270,48,46
ani013-Stand-3-4,1868,1807,48,44
ani013-Stand-4-1,3711,300,14,53
ani013-Stand-4-2,1388,387,14,55
ani013-Stand-4-3,4888,195,14,54
ani013-Stand-4-4,3882,294,14,51
ani013-Stand-5-1,2167,2305,48,46
ani013-Stand-5-2,743,1855,47,48
ani013-Stand-5-3,2311,2217,48,47
ani013-Stand-5-4,2120,1494,50,44
ani013-Stand-6-1,4651,2130,67,35
ani013-Stand-6-2,4817,2710,65,35
ani013-Stand-6-3,4439,2551,66,35
ani013-Stand-6-4,4118,2222,68,35
ani013-Stand-7-1,1819,2084,48,33
ani013-Stand-7-2,448,2030,47,33
ani013-Stand-7-3,1732,2134,48,33
ani013-Stand-7-4,1819,2117,48,33
ani013-Walk-0-1,4633,2683,13,43
ani013-Walk-0-2,1515,306,13,45
ani013-Walk-0-3,1515,260,13,46
ani013-Walk-0-4,704,474,12,50
ani013-Walk-0-5,704,524,12,50
ani013-Walk-0-6,704,574,12,47
ani013-Walk-0-7,4883,2670,12,43
ani013-Walk-0-8,4882,2713,12,42
ani013-Walk-1-1,2320,1760,50,36
ani013-Walk-1-2,1961,2197,49,38
ani013-Walk-1-3,1820,1852,48,42
ani013-Walk-1-4,1561,2072,49,45
ani013-Walk-1-5,2170,1578,50,42
ani013-Walk-1-6,2640,1854,51,38
ani013-Walk-1-7,2330,1535,52,35
ani013-Walk-2-1,401,1621,69,33
ani013-Walk-2-2,4122,1491,71,34
ani013-Walk-2-3,4343,1567,71,35
ani013-Walk-2-4,4222,1486,71,36
ani013-Walk-2-5,4030,1810,70,35
ani013-Walk-2-6,4030,1486,71,34
ani013-Walk-2-7,4121,1806,70,35
ani013-Walk-2-8,4030,1880,70,34
ani013-Walk-3-1,2589,1703,51,41
ani013-Walk-3-2,2754,1033,53,43
ani013-Walk-3-3,1652,1673,53,45
ani013-Walk-3-4,2226,1396,52,45
ani013-Walk-3-5,2742,1645,51,43
ani013-Walk-3-6,1961,1917,49,41
ani013-Walk-3-7,2170,1620,50,42
ani013-Walk-4-1,1641,277,13,47
ani013-Walk-4-2,1641,324,13,45
ani013-Walk-4-3,1641,369,13,45
ani013-Walk-4-4,1994,219,12,47
ani013-Walk-4-5,1515,212,13,48
ani013-Walk-4-6,4883,2626,12,44
ani013-Walk-4-7,1994,266,12,45
ani013-Walk-4-8,704,621,12,46
ani013-Walk-5-1,2220,1530,50,44
ani013-Walk-5-2,1869,1763,49,44
ani013-Walk-5-3,1820,1894,48,42
ani013-Walk-5-4,1961,1831,49,43
ani013-Walk-5-5,2120,1623,50,41
ani013-Walk-5-6,2691,1677,51,43
ani013-Walk-5-7,2335,1371,52,44
ani013-Walk-6-1,401,1654,69,33
ani013-Walk-6-2,4439,1585,71,35
ani013-Walk-6-3,4222,1531,71,36
ani013-Walk-6-4,4343,1531,71,36
ani013-Walk-6-5,4120,1841,70,34
ani013-Walk-6-6,4439,1620,71,35
ani013-Walk-6-7,4120,1875,70,34
ani013-Walk-6-8,4439,1728,70,33
ani013-Walk-7-1,2640,1892,51,38
ani013-Walk-7-2,2405,1185,53,39
ani013-Walk-7-3,2642,1099,53,39
ani013-Walk-7-4,2278,1527,52,41
ani013-Walk-7-5,2589,1744,51,39
ani013-Walk-7-6,2168,1981,49,36
ani013-Walk-7-7,2269,1766,50,36
ani018-Attack-0-1,156,2616,31,64
ani018-Attack-0-2,800,2167,32,65
ani018-Attack-0-3,1334,2426,36,62
ani018-Attack-0-4,2119,1916,49,64
ani018-Attack-0-5,978,2120,37,66
ani018-Attack-0-6,1517,2468,35,68
ani018-Attack-0-7,832,2250,32,61
